,Have CV,ID,Location,Date Invited,Date Started,Date Completed,Parts Completed,Overall Score,Chart Interpretation score,Chart Interpretation Self Rating,Business Acumen score,Business Acumen Self Rating,Reports & Visualisations score,Reports & Visualisations Self Rating,SQL score,SQL Self Rating,Data Literacy score,Data Literacy Self Rating
132,1.0,27992,Taiwan,2021-09-07 14:31:03,2021-09-12 12:18:03,2021-09-12 13:04:49,3,3.9000000000000004,5.714,8.0,0.0,7.0,2.0,8.0,0.0,8.0,7.273000000000001,8.0
133,1.0,28015,India,2021-09-07 14:31:17,2021-09-07 23:40:31,2021-09-08 00:32:49,3,3.9000000000000004,3.81,10.0,0.0,8.0,7.0,9.0,0.0,8.0,6.8180000000000005,9.0
134,1.0,28021,Portugal,2021-09-07 14:31:20,2021-09-09 21:43:35,2021-09-10 00:02:10,3,3.9000000000000004,5.714,7.0,0.0,8.0,2.0,6.0,0.0,4.0,7.273000000000001,8.0
135,1.0,28031,Ireland,2021-09-07 14:31:25,2021-09-07 22:48:33,2021-09-07 23:36:40,3,3.9000000000000004,4.286,10.0,,,2.857,10.0,0.0,3.0,6.8180000000000005,9.0
136,1.0,28468,Luxembourg,2021-09-11 15:25:11,2021-09-16 07:20:28,2021-09-16 08:03:29,3,3.9000000000000004,7.143000000000001,7.0,0.0,10.0,5.0,8.0,0.0,2.0,4.545,8.0
137,1.0,28622,Turkey,2021-09-13 13:40:35,2021-09-18 21:47:02,2021-09-18 22:48:24,3,3.9000000000000004,2.381,10.0,0.0,8.0,7.0,10.0,0.0,6.0,8.181999999999999,8.0
138,1.0,28698,United States,2021-09-13 13:41:17,2021-09-14 09:55:59,2021-09-14 10:56:51,3,3.9000000000000004,3.3329999999999997,8.0,0.0,8.0,5.0,9.0,5.0,8.0,4.545,8.0
139,1.0,28913,South Africa,2021-09-14 16:23:39,2021-09-14 17:38:42,2021-09-14 18:31:37,3,3.9000000000000004,3.3329999999999997,10.0,0.0,10.0,7.0,10.0,0.0,8.0,7.273000000000001,10.0
140,1.0,26939,United Kingdom,2021-08-29 10:40:10,2021-08-31 15:39:09,2021-08-31 16:41:22,3,3.8,3.81,8.0,0.0,8.0,2.0,8.0,0.0,4.0,8.636,7.0
141,1.0,27116,United Arab Emirates,2021-08-29 11:04:25,2021-08-31 21:42:57,2021-08-31 22:18:33,3,3.8,6.1899999999999995,9.0,0.0,8.0,2.0,8.0,0.0,4.0,6.364,8.0
142,1.0,27193,United Arab Emirates,2021-08-29 11:05:07,2021-09-02 08:33:34,2021-09-02 09:34:14,3,3.8,2.857,7.0,0.0,7.0,2.0,9.0,3.125,9.0,7.273000000000001,9.0
143,1.0,27240,United Arab Emirates,2021-08-29 11:05:31,2021-08-31 21:26:43,2021-08-31 21:38:28,3,3.8,0.0,5.0,,,10.0,6.0,,,5.455,4.0
144,1.0,27616,India,2021-09-02 20:35:16,2021-09-03 23:42:50,2021-09-04 03:01:08,3,3.8,5.714,9.0,0.0,8.0,7.0,9.0,0.0,5.0,4.545,8.0
145,1.0,27821,South Africa,2021-09-06 11:57:23,2021-09-09 02:12:29,2021-09-09 03:14:02,3,3.8,6.1899999999999995,9.0,0.0,9.0,2.0,9.0,0.0,5.0,6.364,9.0
146,1.0,28054,India,2021-09-07 14:31:38,2021-09-11 15:58:37,2021-09-11 16:33:10,3,3.8,8.095,9.0,0.0,7.0,2.0,7.0,0.0,2.0,4.545,7.0
147,1.0,28467,Italy,2021-09-11 15:25:10,2021-09-14 20:24:14,2021-09-15 02:00:33,3,3.8,3.81,8.0,,,5.714,9.0,0.0,7.0,5.909000000000001,9.0
148,1.0,28485,Denmark,2021-09-11 15:25:23,2021-09-13 00:24:39,2021-09-13 01:21:49,3,3.8,3.3329999999999997,8.0,0.0,8.0,5.0,8.0,0.0,1.0,7.726999999999999,8.0
149,1.0,28523,Portugal,2021-09-11 15:26:23,2021-09-16 02:38:08,2021-09-16 03:39:10,3,3.8,4.762,9.0,0.0,8.0,0.0,7.0,0.0,8.0,8.636,8.0
150,1.0,28624,India,2021-09-13 13:40:36,2021-09-16 20:11:41,2021-09-16 20:53:29,3,3.8,5.238,7.0,0.0,4.0,0.0,7.0,0.0,1.0,8.181999999999999,5.0
151,1.0,28627,Spain,2021-09-13 13:40:38,2021-09-15 03:55:00,2021-09-15 04:35:54,3,3.8,4.286,8.0,0.0,7.0,5.0,8.0,0.0,2.0,6.8180000000000005,8.0
152,1.0,28721,Pakistan,2021-09-13 13:41:28,2021-09-18 14:45:03,2021-09-18 15:50:43,3,3.8,4.762,9.0,0.0,7.0,5.385,9.0,0.0,8.0,7.273000000000001,8.0
153,1.0,28721,Pakistan,2021-09-13 13:41:28,2021-09-18 14:45:03,2021-09-18 15:50:43,3,3.8,4.762,9.0,0.0,7.0,5.385,9.0,0.0,8.0,7.273000000000001,8.0
154,1.0,27067,United Arab Emirates,2021-08-29 11:03:18,2021-09-01 15:37:56,2021-09-01 16:17:20,3,3.7,4.762,7.0,0.0,7.0,3.0,5.0,0.0,5.0,6.8180000000000005,6.0
155,1.0,27144,United Arab Emirates,2021-08-29 11:04:40,2021-08-31 16:15:01,2021-08-31 16:54:26,3,3.7,5.714,10.0,0.0,10.0,2.0,10.0,0.0,3.0,6.364,10.0
156,1.0,28646,Nigeria,2021-09-13 13:40:49,2021-09-15 04:24:06,2021-09-15 05:20:49,3,3.7,7.143000000000001,8.0,0.0,8.0,0.0,9.0,0.0,7.0,5.909000000000001,7.0
157,1.0,28714,Macedonia,2021-09-13 13:41:25,2021-09-14 01:18:21,2021-09-14 13:24:53,3,3.7,4.762,10.0,0.0,8.0,3.0,10.0,0.0,9.0,6.8180000000000005,10.0
158,1.0,27025,United Arab Emirates,2021-08-29 11:02:46,2021-09-02 22:08:09,2021-09-02 23:09:39,3,3.5999999999999996,3.81,9.0,0.0,9.0,2.0,10.0,0.0,7.0,7.726999999999999,10.0
159,1.0,27099,Portugal,2021-08-29 11:04:16,2021-09-02 21:54:16,2021-09-02 22:24:16,3,3.5999999999999996,2.857,10.0,,,0.0,8.0,,,5.455,1.0
160,1.0,27152,Netherlands,2021-08-29 11:04:44,2021-09-29 05:36:00,2021-09-29 19:42:54,3,3.5999999999999996,5.238,8.0,0.0,7.0,4.0,8.0,0.0,3.0,5.455,7.0
161,1.0,27167,India,2021-08-29 11:04:53,2021-08-30 17:44:31,2021-08-30 18:49:50,3,3.5999999999999996,3.3329999999999997,9.0,0.0,8.0,4.0,9.0,3.75,9.0,4.545,9.0
162,1.0,27257,Israel,2021-08-29 11:05:41,2021-08-30 20:33:50,2021-08-30 21:32:36,3,3.5999999999999996,3.81,9.0,0.0,8.0,2.0,9.0,0.0,7.0,7.726999999999999,9.0
163,1.0,27265,Kenya,2021-08-29 11:05:45,2021-09-01 13:28:14,2021-09-04 06:17:04,3,3.5999999999999996,4.762,7.0,0.0,7.0,2.0,7.0,0.0,5.0,6.8180000000000005,7.0
164,1.0,27439,Turkey,2021-08-30 20:25:31,2021-09-01 02:33:39,2021-09-01 03:33:52,3,3.5999999999999996,3.3329999999999997,10.0,0.0,9.0,2.0,10.0,0.0,10.0,8.181999999999999,10.0
165,1.0,27463,Nigeria,2021-08-30 20:25:45,2021-09-04 08:53:12,2021-09-04 09:52:40,3,3.5999999999999996,4.762,8.0,0.0,6.0,7.0,8.0,0.0,8.0,4.545,8.0
166,1.0,27800,Germany,2021-09-06 11:57:11,2021-09-11 04:46:51,2021-09-11 05:30:00,3,3.5999999999999996,1.905,10.0,,,5.714,10.0,0.0,4.0,7.273000000000001,10.0
167,1.0,27818,Kenya,2021-09-06 11:57:21,2021-09-08 18:26:39,2021-09-08 19:26:36,3,3.5999999999999996,3.3329999999999997,8.0,0.0,8.0,7.0,8.0,0.0,8.0,5.909000000000001,8.0
168,1.0,28625,Singapore,2021-09-13 13:40:37,2021-09-16 14:13:04,2021-09-16 15:31:12,3,3.5999999999999996,4.762,7.0,0.0,7.0,5.0,7.0,0.0,7.0,5.455,7.0
169,1.0,28640,Netherlands,2021-09-13 13:40:45,2021-09-17 21:13:49,2021-09-17 22:03:37,3,3.5999999999999996,1.905,8.0,,,7.143000000000001,8.0,0.0,2.0,6.8180000000000005,8.0
170,1.0,28681,India,2021-09-13 13:41:08,2021-09-18 04:41:02,2021-09-18 05:24:50,3,3.5999999999999996,6.1899999999999995,8.0,0.0,9.0,5.0,9.0,0.0,8.0,4.090999999999999,9.0
171,1.0,28883,France,2021-09-14 16:23:20,2021-09-19 03:29:13,2021-09-19 04:13:20,3,3.5999999999999996,5.714,10.0,0.0,8.0,2.0,8.0,0.0,4.0,5.909000000000001,7.0
172,1.0,28917,Indonesia,2021-09-14 16:23:41,2021-09-16 23:22:15,2021-09-17 00:18:53,3,3.5999999999999996,4.286,8.0,0.0,7.0,7.0,8.0,0.0,7.0,5.0,7.0
173,1.0,28919,Nigeria,2021-09-14 16:42:09,2021-09-16 16:36:44,2021-09-16 17:53:12,3,3.5999999999999996,1.905,8.0,,,5.714,8.0,0.0,7.0,7.273000000000001,8.0
174,1.0,27069,Spain,2021-08-29 11:03:19,2021-08-31 03:38:59,2021-08-31 04:29:31,3,3.5,2.857,8.0,,,0.0,6.0,0.0,6.0,7.726999999999999,8.0
175,1.0,28044,Portugal,2021-09-07 14:31:33,2021-09-14 21:03:58,2021-09-14 21:46:14,3,3.5,4.762,9.0,,,0.0,9.0,0.0,5.0,5.909000000000001,5.0
176,1.0,27242,Canada,2021-08-29 11:05:32,2021-09-04 01:41:09,2021-09-04 05:21:30,3,3.4000000000000004,3.81,8.0,0.0,7.0,5.0,7.0,0.0,5.0,5.909000000000001,7.0
177,1.0,27608,United Kingdom,2021-09-02 20:35:11,2021-09-05 23:10:01,2021-09-06 00:12:10,3,3.4000000000000004,3.3329999999999997,10.0,0.0,8.0,4.0,9.0,0.0,8.0,6.8180000000000005,10.0
178,1.0,27619,United Kingdom,2021-09-02 20:35:18,2021-09-06 00:06:57,2021-09-06 01:06:53,3,3.4000000000000004,4.762,9.0,0.0,7.0,4.0,9.0,0.0,7.0,5.455,9.0
179,1.0,27823,France,2021-09-06 11:57:24,2021-09-11 08:02:37,2021-09-11 08:43:58,3,3.4000000000000004,2.381,9.0,0.0,8.0,4.0,6.0,0.0,4.0,7.726999999999999,9.0
180,1.0,28026,Ireland,2021-09-07 14:31:23,2021-09-18 22:11:09,2021-09-18 23:09:50,3,3.4000000000000004,1.905,7.0,0.0,7.0,4.0,7.0,0.0,8.0,8.181999999999999,7.0
181,1.0,28048,Ireland,2021-09-07 14:31:35,2021-09-11 20:23:41,2021-09-11 21:39:27,3,3.4000000000000004,5.714,6.0,0.0,7.0,0.0,5.0,0.0,5.0,6.364,6.0
182,1.0,28114,Ireland,2021-09-08 14:50:17,2021-09-13 09:00:02,2021-09-13 10:00:35,3,3.4000000000000004,3.81,8.0,0.0,6.0,4.0,8.0,0.0,8.0,6.364,8.0
183,1.0,28124,Egypt,2021-09-08 14:50:23,2021-09-11 17:04:41,2021-09-11 18:21:41,3,3.4000000000000004,5.714,10.0,0.0,10.0,2.0,10.0,0.0,9.0,5.455,8.0
184,1.0,28691,Luxembourg,2021-09-13 13:41:13,2021-09-18 07:11:31,2021-09-18 08:13:29,3,3.4000000000000004,2.857,7.0,0.0,7.0,5.0,7.0,0.0,8.0,6.8180000000000005,7.0
185,1.0,28894,Italy,2021-09-14 16:23:27,2021-09-14 19:08:03,2021-09-14 19:39:25,3,3.4000000000000004,4.286,9.0,0.0,8.0,5.0,8.0,0.0,3.0,5.455,7.0
186,1.0,27041,Netherlands,2021-08-29 11:03:04,2021-08-29 19:57:22,2021-08-29 20:55:07,3,3.3000000000000003,4.286,8.0,,,2.857,8.0,0.0,9.0,5.0,9.0
187,1.0,27060,Spain,2021-08-29 11:03:14,2021-09-03 10:35:05,2021-09-03 11:25:00,3,3.3000000000000003,3.3329999999999997,8.0,,,5.714,8.0,0.0,4.0,5.0,8.0
188,1.0,27097,United Arab Emirates,2021-08-29 11:04:15,2021-09-02 17:04:43,2021-09-02 17:42:43,3,3.3000000000000003,5.238,9.0,0.0,8.0,7.0,9.0,0.0,2.0,3.182,8.0
189,1.0,27194,Pakistan,2021-08-29 11:05:08,2021-09-01 05:33:05,2021-09-01 06:30:31,3,3.3000000000000003,6.1899999999999995,8.0,0.0,8.0,4.0,8.0,0.0,3.0,3.636,8.0
190,1.0,27245,United Arab Emirates,2021-08-29 11:05:34,2021-08-31 18:01:49,2021-08-31 18:33:31,3,3.3000000000000003,2.381,9.0,0.0,9.0,4.0,9.0,0.0,1.0,7.273000000000001,9.0
191,1.0,27332,Oman,2021-08-30 20:24:21,2021-09-05 03:59:03,2021-09-05 04:30:22,3,3.3000000000000003,3.3329999999999997,9.0,0.0,9.0,5.0,9.0,0.0,3.0,5.909000000000001,9.0
192,1.0,27421,Italy,2021-08-30 20:25:20,2021-09-04 18:01:23,2021-09-04 18:31:23,3,3.3000000000000003,4.762,10.0,0.0,9.0,3.0,8.0,0.0,1.0,5.455,7.0
193,1.0,27448,United Arab Emirates,2021-08-30 20:25:36,2021-09-02 02:38:39,2021-09-03 02:38:56,3,3.3000000000000003,2.857,9.0,0.0,8.0,4.0,8.0,0.0,7.0,6.8180000000000005,8.0
194,1.0,27604,Netherlands,2021-09-02 20:35:09,2021-09-03 13:58:03,2021-09-03 14:31:22,3,3.3000000000000003,4.286,8.0,0.0,8.0,2.0,7.0,0.0,5.0,6.364,7.0
195,1.0,27787,Argentina,2021-09-06 11:57:03,2021-09-09 00:05:30,2021-09-09 00:44:48,3,3.3000000000000003,2.857,9.0,,,5.714,9.0,0.0,1.0,5.455,9.0
196,1.0,28098,Nigeria,2021-09-08 14:50:08,2021-09-13 21:17:22,2021-09-13 22:01:37,3,3.3000000000000003,3.3329999999999997,10.0,0.0,7.0,4.0,9.0,0.0,7.0,6.364,9.0
197,1.0,28252,Canada,2021-09-09 15:21:05,2021-09-10 04:34:43,2021-09-10 05:09:41,3,3.3000000000000003,5.714,8.0,0.0,9.0,4.0,8.0,0.0,8.0,4.090999999999999,10.0
198,1.0,28456,France,2021-09-11 15:25:03,2021-09-15 06:27:58,2021-09-16 05:17:25,3,3.3000000000000003,6.1899999999999995,7.0,0.0,4.0,2.0,7.0,0.0,7.0,4.545,7.0
199,1.0,28459,United Kingdom,2021-09-11 15:25:05,2021-09-16 20:03:09,2021-09-17 07:45:47,3,3.3000000000000003,5.238,10.0,,,2.857,10.0,0.0,6.0,4.090999999999999,10.0
200,1.0,28484,Peru,2021-09-11 15:25:22,2021-09-14 00:14:30,2021-09-14 01:16:50,3,3.3000000000000003,4.762,6.0,0.0,7.0,3.0,6.0,0.0,2.0,5.455,5.0
201,1.0,28601,Netherlands,2021-09-13 13:40:23,2021-09-18 23:05:50,2021-09-18 23:55:50,3,3.3000000000000003,2.381,9.0,,,2.857,9.0,0.0,2.0,6.8180000000000005,9.0
202,1.0,28909,Italy,2021-09-14 16:23:36,2021-09-15 00:44:01,2021-09-15 01:43:03,3,3.3000000000000003,3.81,9.0,0.0,8.0,2.0,7.0,0.0,4.0,6.8180000000000005,7.0
203,1.0,28969,United States,2021-09-15 11:32:26,2021-09-20 12:12:24,2021-09-20 13:08:34,3,3.3000000000000003,6.667,8.0,0.0,7.0,3.0,8.0,0.0,5.0,3.636,9.0
204,1.0,27036,Israel,2021-08-29 11:03:01,2021-08-29 16:23:55,2021-08-29 17:14:57,3,3.2,3.3329999999999997,5.0,0.0,3.0,2.0,5.0,0.0,5.0,6.8180000000000005,5.0
205,1.0,27043,Spain,2021-08-29 11:03:05,2021-09-03 17:58:48,2021-09-03 18:39:02,3,3.2,4.762,8.0,0.0,8.0,2.0,8.0,0.0,7.0,5.455,7.0
206,1.0,27168,United Arab Emirates,2021-08-29 11:04:53,2021-08-31 14:06:21,2021-08-31 14:50:56,3,3.2,6.1899999999999995,10.0,0.0,9.0,2.0,9.0,0.0,6.0,4.090999999999999,9.0
207,1.0,27222,United Arab Emirates,2021-08-29 11:05:22,2021-08-31 22:15:00,2021-08-31 22:54:03,3,3.2,4.762,7.0,0.0,6.0,2.0,7.0,0.0,2.0,5.455,7.0
208,1.0,27303,Netherlands,2021-08-30 20:24:02,2021-09-04 16:38:18,2021-09-04 17:37:27,3,3.2,4.762,10.0,0.0,9.0,2.0,9.0,0.0,6.0,5.455,9.0
209,1.0,27435,United Arab Emirates,2021-08-30 20:25:29,2021-09-06 18:44:57,2021-09-06 19:00:40,3,3.2,2.381,7.0,,,2.857,7.0,,,4.090999999999999,7.0
210,1.0,27599,Netherlands,2021-09-02 20:35:05,2021-09-04 03:34:03,2021-09-04 04:39:41,3,3.2,1.905,9.0,0.0,8.0,7.0,8.0,0.0,8.0,5.909000000000001,9.0
211,1.0,27804,Turkey,2021-09-06 11:57:13,2021-09-11 18:12:59,2021-09-11 19:09:10,3,3.2,0.952,6.0,0.0,9.0,7.0,7.0,3.125,6.0,4.545,5.0
212,1.0,28051,Romania,2021-09-07 14:31:37,2021-09-07 22:07:49,2021-09-07 22:58:06,3,3.2,3.81,9.0,,,0.0,9.0,0.0,7.0,5.909000000000001,8.0
213,1.0,28061,Ireland,2021-09-07 14:31:42,2021-09-08 06:46:34,2021-09-11 17:05:17,3,3.2,4.762,8.0,0.0,8.0,4.0,7.0,0.0,8.0,4.545,8.0
214,1.0,28062,Nigeria,2021-09-07 14:31:43,2021-09-08 02:55:19,2021-09-08 03:55:13,3,3.2,4.286,9.0,0.0,8.0,4.0,9.0,0.0,9.0,5.0,9.0
215,1.0,28508,France,2021-09-11 15:26:13,2021-09-13 20:43:23,2021-09-13 21:31:34,3,3.2,0.0,8.0,,,7.143000000000001,8.0,0.0,8.0,7.273000000000001,8.0
216,1.0,28509,Germany,2021-09-11 15:26:14,2021-09-14 04:53:56,2021-09-14 05:56:45,3,3.2,4.286,8.0,0.0,8.0,5.0,8.0,0.0,6.0,4.545,7.0
217,1.0,28525,Germany,2021-09-11 15:26:24,2021-09-14 07:25:02,2021-09-14 08:25:25,3,3.2,2.381,5.0,0.0,5.0,2.0,5.0,0.0,7.0,7.726999999999999,5.0
218,1.0,28655,Hungary,2021-09-13 13:40:54,2021-09-15 04:50:19,2021-09-15 05:40:45,3,3.2,2.381,9.0,,,5.714,9.0,0.0,8.0,5.455,9.0
219,1.0,28689,Nigeria,2021-09-13 13:41:12,2021-09-16 21:03:55,2021-09-17 02:13:29,3,3.2,6.1899999999999995,10.0,0.0,8.0,2.0,9.0,0.0,2.0,4.090999999999999,8.0
220,1.0,28702,South Africa,2021-09-13 13:41:19,2021-09-15 05:18:00,2021-09-18 07:22:52,3,3.2,1.4289999999999998,10.0,,,5.714,9.0,0.0,9.0,6.364,9.0
221,1.0,28703,Spain,2021-09-13 13:41:19,2021-09-14 23:05:05,2021-09-16 00:22:57,3,3.2,3.3329999999999997,9.0,0.0,9.0,4.0,9.0,0.0,9.0,5.909000000000001,9.0
222,1.0,28904,Germany,2021-09-14 16:23:33,2021-09-17 20:11:39,2021-09-17 21:07:14,3,3.2,4.286,9.0,0.0,8.0,3.0,9.0,0.0,5.0,5.455,9.0
223,1.0,27130,India,2021-08-29 11:04:33,2021-09-04 00:12:30,2021-09-04 01:13:25,3,3.0,2.381,8.0,0.0,6.0,0.0,8.0,0.0,3.0,8.181999999999999,9.0
224,1.0,27229,United Arab Emirates,2021-08-29 11:05:25,2021-09-01 02:55:16,2021-09-01 03:31:03,3,3.0,2.381,8.0,0.0,8.0,7.0,8.0,0.0,1.0,5.0,8.0
225,1.0,27262,India,2021-08-29 11:05:44,2021-08-29 22:11:17,2021-08-29 22:52:32,3,3.0,1.905,8.0,0.0,8.0,2.0,8.0,0.0,1.0,7.726999999999999,8.0
226,1.0,27313,Portugal,2021-08-30 20:24:09,2021-08-31 03:47:02,2021-08-31 04:45:07,3,3.0,4.762,6.0,0.0,6.0,3.0,7.0,0.0,3.0,4.545,6.0
227,1.0,27371,United Arab Emirates,2021-08-30 20:24:49,2021-08-31 01:36:52,2021-08-31 16:53:05,3,3.0,3.81,9.0,,,7.143000000000001,9.0,0.0,6.0,3.182,8.0
228,1.0,27413,United Arab Emirates,2021-08-30 20:25:16,2021-08-31 17:18:15,2021-08-31 18:06:26,3,3.0,2.857,8.0,,,2.857,7.0,0.0,5.0,5.455,6.0
229,1.0,27611,United Kingdom,2021-09-02 20:35:13,2021-09-04 22:47:45,2021-09-04 23:35:22,3,3.0,2.381,8.0,0.0,7.0,0.0,8.0,0.0,7.0,8.181999999999999,8.0
230,1.0,27835,India,2021-09-06 11:57:30,2021-09-11 02:43:50,2021-09-11 03:54:39,3,3.0,1.905,5.0,0.0,8.0,2.0,5.0,0.0,5.0,7.726999999999999,5.0
231,1.0,28531,Azerbaijan,2021-09-11 15:26:27,2021-09-15 15:34:46,2021-09-15 16:08:20,3,3.0,4.762,10.0,0.0,8.0,3.0,9.0,0.0,1.0,4.545,7.0
232,1.0,28565,South Africa,2021-09-13 13:39:04,2021-09-18 09:48:13,2021-09-18 10:47:10,3,3.0,3.3329999999999997,6.0,0.0,5.0,0.0,4.0,0.0,4.0,7.273000000000001,6.0
233,1.0,28653,South Africa,2021-09-13 13:40:53,2021-09-18 06:51:08,2021-09-18 07:29:00,3,3.0,4.762,8.0,0.0,9.0,5.0,7.0,0.0,5.0,3.636,8.0
234,1.0,26978,United Arab Emirates,2021-08-29 11:02:20,2021-09-03 04:57:27,2021-09-03 05:38:47,3,2.9,2.857,8.0,,,10.0,8.0,0.0,7.0,2.727,8.0
235,1.0,27007,United Arab Emirates,2021-08-29 11:02:36,2021-09-03 05:22:47,2021-09-03 06:05:27,3,2.9,1.4289999999999998,9.0,0.0,7.0,4.0,9.0,0.0,4.0,6.8180000000000005,7.0
236,1.0,27125,India,2021-08-29 11:04:30,2021-09-01 04:13:34,2021-09-01 05:10:29,3,2.9,3.3329999999999997,3.0,0.0,5.0,3.0,5.0,0.0,6.0,5.455,6.0
237,1.0,27159,United Arab Emirates,2021-08-29 11:04:49,2021-08-30 11:40:00,2021-08-30 12:06:39,3,2.9,3.3329999999999997,8.0,0.0,8.0,2.0,8.0,0.0,8.0,5.909000000000001,8.0
238,1.0,27188,United Arab Emirates,2021-08-29 11:05:05,2021-09-04 03:41:44,2021-09-04 04:26:28,3,2.9,4.762,7.0,0.0,8.0,0.0,7.0,0.0,2.0,5.455,8.0
239,1.0,27201,United Arab Emirates,2021-08-29 11:05:12,2021-09-02 16:59:12,2021-09-02 17:17:47,3,2.9,2.381,10.0,0.0,9.0,2.0,10.0,0.0,2.0,6.8180000000000005,8.0
240,1.0,27304,Germany,2021-08-30 20:24:03,2021-09-03 20:27:02,2021-09-03 21:04:50,3,2.9,3.81,7.0,0.0,8.0,4.0,8.0,0.0,9.0,4.545,6.0
241,1.0,27327,India,2021-08-30 20:24:18,2021-09-04 20:08:44,2021-09-04 21:05:10,3,2.9,4.286,9.0,0.0,8.0,0.0,8.0,0.0,8.0,5.909000000000001,7.0
242,1.0,27344,United Arab Emirates,2021-08-30 20:24:30,2021-09-04 00:02:48,2021-09-04 00:45:44,3,2.9,3.3329999999999997,6.0,0.0,9.0,5.0,6.0,0.0,5.0,4.545,7.0
243,1.0,27429,United Arab Emirates,2021-08-30 20:25:25,2021-09-05 02:55:21,2021-09-05 03:24:12,3,2.9,1.4289999999999998,8.0,,,2.857,7.0,0.0,8.0,6.364,7.0
244,1.0,27464,United Arab Emirates,2021-08-30 20:25:46,2021-09-04 20:45:28,2021-09-04 21:35:58,3,2.9,4.762,9.0,0.0,8.0,2.0,9.0,0.0,4.0,4.545,6.0
245,1.0,28042,Ireland,2021-09-07 14:31:32,2021-09-09 18:50:39,2021-09-09 19:40:47,3,2.9,2.381,8.0,,,0.0,8.0,0.0,4.0,6.364,7.0
246,1.0,28092,Austria,2021-09-08 14:50:04,2021-09-13 05:01:08,2021-09-13 05:38:35,3,2.9,3.3329999999999997,7.0,,,2.857,7.0,0.0,1.0,4.545,7.0
247,1.0,28526,France,2021-09-11 15:26:24,2021-09-13 20:33:01,2021-09-14 00:44:08,3,2.9,4.762,9.0,,,5.714,9.0,0.0,2.0,2.273,8.0
248,1.0,28656,Nigeria,2021-09-13 13:40:55,2021-09-16 07:10:16,2021-09-16 08:12:33,3,2.9,1.4289999999999998,10.0,0.0,8.0,0.0,10.0,1.875,9.0,7.273000000000001,10.0
249,1.0,28911,Nigeria,2021-09-14 16:23:37,2021-09-19 06:09:56,2021-09-19 08:26:01,3,2.9,4.762,10.0,0.0,9.0,0.0,9.0,0.0,7.0,5.455,10.0
250,1.0,27111,Lebanon,2021-08-29 11:04:22,2021-08-30 02:13:29,2021-08-30 03:09:50,3,2.8000000000000003,3.3329999999999997,7.0,0.0,8.0,7.0,7.0,0.0,7.0,3.182,7.0
251,1.0,27118,India,2021-08-29 11:04:26,2021-08-29 17:05:03,2021-08-29 18:01:23,3,2.8000000000000003,3.81,8.0,0.0,8.0,0.0,9.0,0.0,8.0,5.909000000000001,6.0
252,1.0,27334,Spain,2021-08-30 20:24:23,2021-09-01 03:22:43,2021-09-01 04:04:01,3,2.8000000000000003,4.762,9.0,0.0,6.0,2.0,5.0,0.0,4.0,4.090999999999999,6.0
253,1.0,27407,Israel,2021-08-30 20:25:12,2021-09-03 20:57:34,2021-09-03 21:23:21,3,2.8000000000000003,2.381,9.0,0.0,9.0,5.0,7.0,0.0,1.0,5.0,7.0
254,1.0,27426,United Arab Emirates,2021-08-30 20:25:23,2021-09-01 05:53:51,2021-09-01 06:55:44,3,2.8000000000000003,3.3329999999999997,8.0,0.0,8.0,2.0,8.0,0.0,6.0,5.455,8.0
255,1.0,27812,Brazil,2021-09-06 11:57:18,2021-09-07 06:06:24,2021-09-07 11:00:32,3,2.8000000000000003,4.286,8.0,0.0,9.0,7.0,8.0,0.0,6.0,2.273,8.0
256,1.0,28462,Sweden,2021-09-11 15:25:07,2021-09-13 17:27:18,2021-09-13 18:28:38,3,2.8000000000000003,1.905,7.0,0.0,8.0,5.0,6.0,0.0,6.0,5.455,8.0
257,1.0,28471,France,2021-09-11 15:25:13,2021-09-13 21:46:59,2021-09-13 22:19:10,3,2.8000000000000003,2.857,8.0,0.0,8.0,2.0,8.0,0.0,1.0,5.909000000000001,8.0
258,1.0,28481,Germany,2021-09-11 15:25:20,2021-09-16 07:35:22,2021-09-16 08:34:59,3,2.8000000000000003,2.381,8.0,0.0,7.0,4.0,9.0,0.0,9.0,5.455,8.0
259,1.0,28664,South Africa,2021-09-13 13:40:59,2021-09-13 15:58:10,2021-09-13 16:58:30,3,2.8000000000000003,1.905,9.0,0.0,8.0,2.0,9.0,0.0,9.0,6.8180000000000005,9.0
260,1.0,28968,South Africa,2021-09-15 11:32:26,2021-09-15 22:37:55,2021-09-15 23:38:37,3,2.8000000000000003,2.857,10.0,0.0,10.0,5.0,10.0,0.0,10.0,4.545,10.0
261,1.0,27051,India,2021-08-29 11:03:09,2021-09-01 03:30:14,2021-09-01 04:20:46,3,2.7,1.4289999999999998,7.0,,,0.0,8.0,0.0,8.0,6.8180000000000005,8.0
262,1.0,27156,Israel,2021-08-29 11:04:47,2021-08-29 22:24:25,2021-08-30 21:27:09,3,2.7,0.0,9.0,,,0.0,9.0,0.0,9.0,8.181999999999999,9.0
263,1.0,27215,United Arab Emirates,2021-08-29 11:05:19,2021-09-03 22:19:16,2021-09-03 22:57:41,3,2.7,2.857,8.0,,,7.143000000000001,8.0,0.0,6.0,3.182,7.0
264,1.0,27388,Portugal,2021-08-30 20:25:00,2021-09-04 21:30:30,2021-09-04 22:18:52,3,2.7,1.905,10.0,,,2.857,9.0,0.0,5.0,5.455,9.0
